Australia	0.2386
Competitive games	0.2384
Grass court tennis tournaments	0.23
Polo	0.2293
Czech Republic	0.2279
Beach volleyball	0.2277
Gold medal	0.225
Gaming	0.2193
Olympic gold medalists	0.2193
Basketball	0.2173
Recreation	0.2161
Sports rules and regulations	0.2097
Great Britain at the Olympics	0.2061
Olympic medalists	0.2044
International sports competitions hosted	0.2043
Entertainment	0.2033
3	-1
Diving	1
Summer Olympic Games	1
Competitive diving	1
Sports	1
Diving (acrobatics)	1
Multi-sport events	1
Nations at the Olympics	1
Olympic Games	1
Water sports	0.9241
Divers	0.888
Olympic divers	0.788
Meaghan Benfeito	0.7047
Aquatics	0.6915
Summer	0.6705
Pandelela Rinong	0.6647
CNN	0.6599
Acrobatic sports	0.6375
London Aquatics Centre	0.6321
David Boudia	0.593
Olympic sports	0.5759
Great Britain at the Olympics	0.5694
Facebook	0.5677
Outdoor recreation	0.5447
Diving at multi-sport events	0.5434
Summer sports	0.5324
Summer Olympic sports	0.5216
Female divers	0.5057
Summer Olympics medalists	0.5052
Sports at the Summer Olympics	0.5038
Roseline Filion	0.4789
Diving at the Summer Olympics	0.4724
Summer Olympics events	0.4579
Sports events	0.454
Sports competitions	0.4515
International sports competitions hosted	0.4389
Facebook Messenger	0.4334
Pan American Games divers	0.4326
Olympic bronze medalists	0.4285
Commonwealth Games divers	0.4179
United States	0.41
Sports award winners	0.4066
Olympic medals	0.3823
Olympic medalists	0.3408
Chen Ruolin	0.3257
Maria Lenk	0.314
Sports champions	0.3092
Olympics people	0.3034
Asian Games divers	0.2985
Liu Huixia	0.2984
Nations at multi-sport events	0.2823
Competitors at multi-sport events	0.2713
Canadian female divers	0.2621
Commonwealth Games gold medallists	0.2503
Canadian divers	0.237
Silver	0.2348
Water polo	0.2324
Diving at the Asian Games	0.2246
Sportspeople	0.2173
Olympic divers of Canada	0.2151
Medalists at multi-sport events	0.2037
4	-1
Turkey	1
Russia	1
Vladimir Putin	1
Syria	1
NATO	1
Government	1
Diplomacy	1
Global politics	1
Foreign policy	1
National security	1
International relations	1
Politics	1
Politics of Asia	0.9585
United Kingdom	0.9039
Conflicts	0.8793
International security	0.8012
Prime minister	0.7669
Moscow Kremlin	0.7394
Foreign relations of Russia	0.711
Allies of World War II	0.7108
Social issues	0.7084
Politics of the Middle East	0.6797
Foreign relations	0.6795
CNN	0.6764
Moscow	0.6415
Government of Russia	0.6293
Human rights abuses	0.5888
United States	0.5825
Asia	0.5783
Terrorism	0.5759
War	0.5396
Saint Petersburg	0.5323
Military	0.5318
Foreign relations of the United States	0.5099
Ukraine	0.4971
Tourism	0.4871
Ankara	0.4837
Facebook	0.4823
Europe	0.4755
Social institutions	0.4647
Public administration	0.4593
Russian Empire	0.453
Military science	0.4497
Wars	0.4406
Espionage	0.4401
Peace	0.4357
3rd-millennium conflicts	0.4291
Iraq	0.4195
Politics of Turkey	0.4189
Middle East	0.4146
Public policy	0.4044
Crimes	0.4029
Theresa May	0.4003
News	0.396
Eastern Europe	0.3946
Conflict	0.3926
Violence	0.3798
Visa (document)	0.3718
Kremlin	0.3673
Military aircraft	0.3563
Security	0.3486
Airport security	0.3415
Chatham House	0.3408
Man-made disasters	0.3209
Culture	0.3174
Foreign relations of Turkey	0.3116
Prime Minister of the United Kingdom	0.3103
Government of the United States	0.3069
Tank	0.3061
Think tank	0.3047
Sochi	0.2917
Human rights	0.2882
Protests	0.2853
Politics of Central Asia	0.2771
Black Sea	0.2679
Warfare	0.2621
Politicians	0.2594
Facebook Messenger	0.2571
Citizenship of Russia	0.2526
Crime	0.2522
Government institutions	0.2516
Politics of Russia	0.2337
Activism	0.2315
Heads of government	0.2268
Eurasia	0.2256
Downing Street	0.2253
Spanish language	0.2249
Riots and civil disorder	0.2184
Satellite	0.2156
Ongoing conflicts	0.2127
Disasters	0.2103
President of Turkey	0.2085
Petroleum	0.2066
Politics of Syria	0.205
5	-1
Iran	1
Mahmoud Ahmadinejad	1
Barack Obama	1
United States	1
Hassan Rouhani	1
Politics of the Middle East	1
Politics	1
Government	1
International relations	1
Politics of Iran	1
Government of Iran	0.9382
National security	0.936
Diplomacy	0.8662
Social issues	0.8413
Foreign policy	0.7592
Middle East	0.7302
Letter (message)	0.7225
Politics of Asia	0.7204
Nuclear program of Iran	0.7144
Ransom	0.7052
Foreign relations of Iran	0.7008
Precedent	0.6966
Human rights abuses	0.6929
International security	0.6918
Global politics	0.6917
Foreign relations of the United States	0.6824
Government of the United States	0.6702
Facebook	0.61
CNN	0.5901
Social institutions	0.5542
Hezbollah	0.55
Hostage	0.5384
Terrorism	0.5166
Conflicts	0.5159
Supreme court	0.5037
Violence	0.4973
Asia	0.4925
Public administration	0.4798
Islamic states	0.463
Crime	0.4601
Crimes	0.4418
White House	0.4361
Cash	0.4308
Law	0.4283
Culture	0.4006
Security	0.3965
Public sphere	0.3897
Asset forfeiture	0.3826
Peace	0.3665
Islamic republics	0.3631
Human rights	0.3611
Facebook Messenger	0.3553
Executive branch of the United States government	0.3451
Justice	0.3366
Race and ethnicity in the United States Census	0.3365
Judge	0.3318
Presidency	0.3273
Presidencies	0.3266
Government institutions	0.3159
Supreme Court of the United States	0.3117
International criminal law	0.3093
Public policy	0.3069
United States Marine Corps	0.3063
Islamic Republic News Agency	0.3035
Islam and politics	0.2924
Criminal law	0.2888
Politicians	0.2867
Defamation	0.2864
Western Asia	0.2855
Payment	0.2848
Tehran	0.2816
Injustice	0.2761
Military	0.2751
War	0.2744
Presidencies of the United States	0.2737
Lebanon	0.2722
Social problems	0.2702
American politicians	0.2687
Controversies	0.2675
Politics of Africa	0.2655
Presidents	0.2619
United States federal judge	0.2582
Heads of government	0.2512
Criminal justice	0.2475
Government information	0.2406
Politics of Israel	0.2401
Extremism	0.2391
Misconduct	0.2388
Conflict	0.2329
Public law	0.2314
Criticisms	0.2303
The Pentagon	0.228
Massachusetts	0.2276
Money	0.2264
Martha's Vineyard	0.2205
Presidents of the United States	0.2192
United States federal policy	0.214
Foreign relations	0.2128
Institutional abuse	0.2107
Man-made disasters	0.2038
Violent crime	0.2036
Prisoner	0.2025
6	-1
Sports events	1
Sports competitions	1
Summer	1
Multi-sport events	1
Olympic Games	1
Sports	1
Summer Olympic Games	1
Nations at the Olympics	1
2016 Summer Olympics	0.9631
National sports teams	0.7883
International sports competitions	0.6316
Leisure	0.6127
Olympic sports	0.611
Summer Olympic sports	0.5458
Summer sports	0.4763
Athletic sports	0.441
Facebook Messenger	0.4388
Water sports	0.4132
Aquatics	0.3831
Games	0.3788
International sports competitions hosted	0.362
Facebook	0.3593
Brazil at the Olympics	0.3531
Hobbies	0.3203
Swimming (sport)	0.2936
Nations at the Summer Olympics	0.2893
Nations at multi-sport events	0.2788
Diving	0.2672
Michael Phelps	0.2609
Swimming	0.2565
Rugby sevens	0.2441
United States	0.2312
Recreation	0.2141
Outdoor recreation	0.2114
Great Britain at the Olympics	0.2047
7	-1
Saturday Night Live	1
Jay Pharoah	1
Taran Killam	1
Donald Trump	1
Darrell Hammond	1
President of the United States	1
CNN	1
NBC	1
Sketch comedy	1
Jason Sudeikis	1
Alter ego	1
Seth Meyers	1
Barack Obama	1
United States presidential election debates	0.8921
American sketch comedians	0.7429
Actor	0.711
Comedy	0.6964
Fred Armisen	0.6906
Tina Fey	0.6877
Sketch comedians	0.6861
Kate McKinnon	0.6857
American television series	0.6541
Television series	0.6448
The Apprentice (U.S. TV series)	0.6424
Entertainment	0.6348
Larry David	0.5935
American comedians	0.5699
American politicians	0.5623
Facebook	0.5573
Amy Poehler	0.5563
Will Forte	0.5421
Joe Biden	0.5359
Radio and Television Correspondents' Association	0.5355
Politics of the United States	0.5295
Television programs	0.5263
Presidency of the United States	0.5212
Democratic Party (United States)	0.5199
American impressionists (entertainers)	0.5181
Cecily Strong	0.5019
Republican Party (United States)	0.4959
Sarah Palin	0.4863
NBC network shows	0.4819
Jon Rudnitsky	0.4801
John Kerry	0.4772
American political people	0.4761
Comedians	0.4715
Vice President of the United States	0.4687
Parody	0.4646
NBC late-night programming	0.4517
American comedy and humor	0.4384
American actors	0.4323
United States	0.4287
National Broadcasting Company	0.418
Mitt Romney	0.415
Curb Your Enthusiasm	0.407
American television people	0.3944
Television programming	0.3901
Politicians	0.3848
Brad Pitt	0.3848
Bill Clinton	0.3845
Federal elections of the United States	0.3842
Television	0.3773
George W. Bush	0.3696
American late-night television programs	0.3687
NBCUniversal	0.3662
Politics	0.3602
American television programs	0.3535
Series	0.3519
Executive branch of the United States government	0.3495
American sketch comedy television shows	0.3445
Humour	0.3407
Ben Carson	0.3335
American television actors	0.3274
American variety television series	0.3222
Comedy and humor	0.3218
American male television actors	0.3195
Saturday media	0.3183
American film actors	0.3174
Bernie Sanders	0.3146
Matthew McConaughey	0.3106
American voice actors	0.3077
Reality television	0.3064
Entertainers	0.3059
Comedy theatre	0.3052
Will Smith	0.3042
English-language television programming	0.3027
American entertainers	0.2981
Actors	0.2971
Television sketch shows	0.2962
Performing arts	0.2959
Late night television programming	0.2947
Comedy television series	0.2935
Government	0.2826
American television talk shows	0.2762
Facebook Messenger	0.2686
Non-fiction television series	0.2622
Politics of North America	0.2591
Television award winners	0.2579
American male film actors	0.2577
Award winners	0.2553
American television networks	0.2536
Comedian	0.2465
United States federal policy	0.2338
American television writers	0.2283
Candidates for President of the United States	0.2277
News	0.2253
Variety television series	0.2193
Quadrennial events	0.2185
Presidencies	0.2185
Literature	0.2171
Creative works	0.2155
NBCUniversal networks	0.2151
Hillary Clinton	0.2134
English-language works	0.2092
Television talk shows	0.2064
Elections	0.2061
Theatre	0.2059
Tommy Chong	0.2014
8	-1
Donald Trump	1
Republican Party (United States)	1
United States	1
New York	1
The Apprentice (U.S. TV series)	1
Truth	1
Barack Obama	1
Second Amendment to the United States Constitution	1
Ted Cruz	1
John McCain	1
Barack Obama citizenship conspiracy theories	1
Stone Cold Steve Austin	1
National Enquirer	1
President of the United States	1
CNN	1
Candidate	1
Atlantic City, New Jersey	1
Miss Universe	1
Primary election	1
Republican National Convention	0.9514
Miss USA	0.9445
Melania Trump	0.9411
PolitiFact.com	0.9396
Politics	0.9209
Ivanka Trump	0.7609
Facebook	0.7382
Social media	0.6932
Expert	0.6868
Indiana	0.6792
United States presidential nominating convention	0.6524
Politics of the United States	0.6389
United States Senate	0.6362
China	0.6014
Marco Rubio	0.5869
WrestleMania	0.5824
News	0.5801
Class action	0.5719
Vince McMahon	0.5668
Presidential nominee	0.5637
Hashtag	0.5582
WWE	0.5403
John F. Kennedy	0.5385
Celebrity	0.5345
American politicians	0.5297
Bill Clinton	0.5273
Marla Maples	0.5133
Foreign policy	0.5101
Government	0.5066
Presidency of the United States	0.492
Twitter	0.4815
Mitt Romney	0.4629
Trump: The Art of the Deal	0.4458
Hillary Clinton	0.4448
Sarasota, Florida	0.4346
Executive branch of the United States government	0.4258
American political people	0.412
Terrorism	0.4036
Vince Foster	0.3974
Situation Room	0.3942
Capital punishment	0.3932
Television	0.3619
Assassination	0.3503
Facebook Messenger	0.3321
Politics of North America	0.3274
United States federal policy	0.3177
Spanish language	0.3166
Arabic	0.3165
Tabloid journalism	0.313
Anywhere but Here (Buffy comic)	0.3116
Social Security (United States)	0.311
Social institutions	0.3106
Suicide	0.2999
Politicians	0.2968
Culture	0.2962
Trump family	0.2947
Public sphere	0.2936
Property	0.2931
Brooklyn	0.2896
Beauty pageant	0.2883
Hollywood Walk of Fame	0.2881
Real estate	0.288
Federal elections of the United States	0.2879
Professional wrestling	0.2859
New Jersey	0.2839
University of Pennsylvania	0.2732
Queens	0.266
New Hampshire	0.2637
Doll	0.2594
New York City	0.2592
Violence	0.2578
Candidates for President of the United States	0.257
Conspiracy theory	0.2552
Lawyer	0.2538
Entertainment	0.2536
Jersey	0.2507
Social issues	0.25
Advertising	0.2486
Presidencies	0.2476
United States Secret Service	0.2471
Hotel	0.2465
Nick Jonas	0.2387
Elections	0.2362
International Democrat Union member parties	0.2362
Government of the United States	0.2353
Politics of Iran	0.233
Iran	0.2289
Skyscraper	0.2259
Florida	0.2255
Tennis	0.2236
Tampa, Florida	0.2236
Treason	0.2235
Miami	0.2233
Tabloid (newspaper format)	0.2209
Toy	0.2146
Giuliana Rancic	0.2128
United States presidential campaigns	0.2124
News conference	0.2114
Quadrennial events	0.2106
1970s	0.2104
Political parties	0.2066
Evansville, Indiana	0.2014
Orlando, Florida	0.2013
9	-1
Aly Raisman	1
Olympic Games	1
Simone Biles	1
United States	1
Athletic sports	1
Artistic gymnastics	1
Gymnastics	1
Sports	1
Gabby Douglas	0.9569
American female artistic gymnasts	0.9428
Indoor sports	0.9068
Multi-sport events	0.8627
Madison Kocian	0.8565
American artistic gymnasts	0.8512
Female artistic gymnasts	0.8409
Sports competitions	0.8142
American gymnasts	0.7566
Sports events	0.7265
Female gymnasts	0.7204
Summer Olympic Games	0.7179
Individual sports	0.7151
Floor (gymnastics)	0.7028
Gymnasts	0.6727
Gold medal	0.6685
Laurie Hernandez	0.6581
Artistic gymnasts	0.6386
United States men's national ice hockey team	0.5777
Nations at the Olympics	0.5643
Balance beam	0.5498
American sportswomen	0.514
Summer	0.5119
Vault (gymnastics)	0.4947
2016 Summer Olympics	0.4906
Sportspeople	0.4869
Women's sports	0.4744
Physical exercise	0.4592
Facebook Messenger	0.4579
London	0.4332
American sportspeople	0.4278
World Artistic Gymnastics Championships	0.3932
National sports teams	0.3877
Facebook	0.379
Medalists at the World Artistic Gymnastics Championships	0.3637
CNN	0.3434
Russia	0.3353
National sports teams of the United States	0.3257
Artistic gymnastics apparatus	0.3125
Artistic gymnastics competitions	0.2953
Gymnastics apparatus	0.2876
World championships	0.2797
Olympic gymnasts of the United States	0.2777
Competitions	0.2688
Sportswomen	0.261
International sports competitions	0.2512
Gymnastics world championships	0.2497
Competition	0.2467
Gymnastics competitions	0.2386
Rio de Janeiro	0.2289
Entertainment events	0.2188
Olympic medals	0.212
Sports award winners	0.2043
10	-1
Silver Star	1
Islamic State of Iraq and the Levant	1
United States	1
CNN	1
United States Army	1
Medal of Honor	1
Navy	1
United States Navy SEALs	1
United States Marine Corps	1
Military science	1
United States Department of Defense	1
Military of the United States	1
International security	1
National security	1
Military	1
War	0.9763
Military organization	0.915
Pilot (aeronautics)	0.8998
Special forces	0.8968
Politics	0.8885
International relations	0.7826
Conflicts	0.7736
Military helicopter	0.7586
Warfare	0.7579
Human rights abuses	0.7457
Terrorism	0.7215
Bronze Star Medal	0.7106
Defence ministries	0.6949
Barack Obama	0.6676
Navy Cross	0.6408
Government	0.6162
Security	0.6158
Military operations	0.6155
Foreign relations of the United States	0.6084
Counter-terrorism	0.5965
SEAL Team Six	0.5901
Hostage	0.5693
Facebook	0.5643
United States federal executive departments	0.5517
James Foley (journalist)	0.5273
Wars	0.5169
Social issues	0.494
Helicopter	0.4932
Military forces	0.4891
United States Armed Forces	0.4808
Military branches	0.4754
Delta Force	0.4685
Command and control	0.4379
Combat	0.4312
Defense policy	0.4181
Violence	0.4169
Commando	0.409
Crimes	0.3984
Guerrilla wars	0.3978
Facebook Messenger	0.3952
September 11 attacks	0.3865
Uniformed services of the United States	0.3774
Battle	0.3772
Taliban	0.3637
Senior chief petty officer	0.3635
Artillery	0.3594
Orders, decorations, and medals of the United States	0.358
Government of the United States	0.3495
Violent conflict	0.3454
Executive branch of the United States government	0.3418
Silver	0.3402
Military awards and decorations of the United States	0.3319
Operations of United States government agencies	0.3236
Orders, decorations, and medals	0.3234
Battles	0.322
Global conflicts	0.3135
Counter-insurgency	0.3131
Libya	0.3049
Man-made disasters	0.3037
Gunnery sergeant	0.3034
Courage	0.3007
Active duty	0.2948
Sergeant	0.293
Military awards and decorations	0.2892
Guerrilla warfare	0.2871
Hero	0.2845
Aircraft	0.2814
White House	0.2803
Military units and formations	0.2787
Agencies of the United States government	0.2777
Foreign policy	0.273
Courage awards	0.2718
Isis	0.2701
Modern Afghanistan	0.2699
Conflict	0.2676
Military aviation	0.2672
Navies	0.2657
Public safety	0.2654
War on Terror	0.2562
Awards	0.2551
Afghan Civil War	0.253
Al-Qaeda	0.2497
Barbara Starr	0.2487
American military uniforms	0.2397
Benghazi	0.2384
Diplomacy	0.237
Global politics	0.2338
The Pentagon	0.2324
Humanitarian and service awards	0.2276
3rd-millennium conflicts	0.2264
United States Navy	0.2226
Military of Afghanistan	0.2161
Military technology	0.2144
International criminal law	0.2064
Marines	0.2048
Russian Federal Security Service designated terrorist organizations	0.204
Extremism	0.2037
The Great Game	0.202
11	-1
Cancer	1
Eric Cantor	1
Medical research	1
Research	1
United States	1
National Institutes of Health	1
United States Congress	1
Disease	1
Gabriella Miller Kids First Research Act	1
Tax	1
Childhood	1
Congenital disorder	1
Bill (law)	1
Democratic Party (United States)	1
Barack Obama	1
Politics	1
Republican Party (United States)	0.9899
Health	0.9745
United States House of Representatives	0.9285
Virginia	0.8909
Therapy	0.8699
Party leaders of the United States House of Representatives	0.866
Pediatrics	0.7817
Facebook	0.7809
Medicine	0.7613
Government	0.7558
Childhood cancer	0.7336
Money	0.6908
Politics of the United States	0.6728
Twitter	0.6401
Health sciences	0.6387
United States federal policy	0.5913
Public sphere	0.5696
Health care	0.568
Common sense	0.5605
Government of the United States	0.5476
Clinical medicine	0.5393
Brain tumor	0.5371
Executive branch of the United States government	0.5203
CNN	0.52
Ewing's sarcoma	0.502
Survival rate	0.5016
Sarcoma	0.4985
Medical specialties	0.4976
Bone tumor	0.4839
American politicians	0.4819
Fundraising	0.4741
Public policy	0.4603
Budget	0.4497
Diseases and disorders	0.4495
Economics	0.4416
Chairman	0.4377
United States federal budget	0.4374
Grant (money)	0.4372
Advertising	0.4359
Federal government of the United States	0.4358
Facebook Messenger	0.431
Government spending	0.4203
Public administration	0.3968
Appropriations bill (United States)	0.3902
Social issues	0.3887
September 11 attacks	0.3885
Export	0.3803
Social institutions	0.3794
Bone	0.3738
Life sciences	0.3706
Prognosis	0.368
Business	0.3665
Political party	0.3602
Legislative branch of the United States government	0.3598
Neoplasms	0.3586
Congenital heart defect	0.3436
Brain	0.3409
Food	0.3399
Moelis & Company	0.3331
Scientist	0.326
Terrorism	0.3239
American political people	0.3213
Utah	0.3208
Social programs	0.3196
University of Utah	0.3178
Harvard University	0.3169
Cancer research	0.3125
Debate	0.3108
United States Senate	0.3101
Infant	0.3085
Medical school	0.3068
Oncology	0.3042
Culture	0.3029
Science	0.3007
Service industries	0.2938
Presidency of the United States	0.2867
Economy of the United States	0.284
Expense	0.2831
Wine	0.2827
Public economics	0.2816
Politics of North America	0.2789
Winery	0.2784
Biology	0.2691
Management	0.2687
Economies	0.2673
Public services	0.2635
Politicians	0.2581
Investment	0.2488
Majority leader	0.2427
Social problems	0.2375
Socioeconomics	0.2318
Photography	0.2196
Political activism	0.2195
Social ethics	0.2194
Agriculture	0.2178
United States law	0.2147
Health research	0.2119
Distilled beverage	0.2119
Government-related organizations	0.2107
Activism	0.2076
12	-1
Police	1
Baltimore Police Department	1
Death of Freddie Gray	1
Baltimore	1
Justice	1
United States Department of Justice	1
Police officer	1
Departments of France	1
CNN	1
Crimes	1
Law	1
Law enforcement	1
Government	1
Politics	1
Social issues	1
Criminal justice	1
Crime	1
Criminal law	1
Misconduct	1
Social institutions	1
Violence	1
Human rights	1
Government information	1
Human rights abuses	0.9343
Prosecutor	0.8997
Public law	0.8928
Marilyn Mosby	0.8806
Shooting of Michael Brown	0.8792
Common law	0.8761
Applied ethics	0.808
National security	0.7931
United States law	0.7802
Ferguson unrest	0.7724
Legal action	0.7414
Ethical principles	0.7389
Trial	0.7181
Public sphere	0.7094
Facebook	0.7038
Detention (imprisonment)	0.6923
Social ethics	0.6868
Detective	0.6837
Law enforcement techniques	0.6804
Social problems	0.674
Public administration	0.6645
Darren Wilson (police officer)	0.6613
Crime prevention	0.6511
Rights	0.6458
Controversies	0.6327
Police brutality	0.6214
Police misconduct	0.6136
Problem behavior	0.6011
Government institutions	0.5954
Criminal procedure	0.5702
Acquittal	0.5589
Civil rights and liberties	0.5506
Black people	0.5154
Emergency services	0.5055
United States	0.4966
Culture	0.4935
Legal procedure	0.4814
Depraved-heart murder	0.456
Injustice	0.4559
Public services	0.4491
Practice of law	0.4388
United States criminal law	0.437
Social movements	0.4332
Lawyer	0.4256
State's attorney	0.4235
Security	0.4197
Murder	0.4098
Public safety	0.4045
Equality rights	0.4017
Activism	0.4003
Abuse	0.4
Municipal police departments of Maryland	0.3977
Racism	0.3916
African-American-related controversies	0.3915
Protests	0.386
Ethics	0.3841
Politics of the United States	0.3806
Facebook Messenger	0.3758
Use of force	0.3722
Public services of the United States	0.3678
Race and crime	0.3661
Deviance and social control	0.3596
Municipal police departments of the United States	0.353
Conflict	0.3511
Advocacy group	0.3505
International security	0.3494
Aggression	0.3464
International criminal law	0.3426
Causes of death	0.34
Social psychology	0.3368
Institutional abuse	0.3197
Accountability	0.3177
Politics and race	0.3156
Civil and political rights	0.3096
Criminology	0.3039
African American	0.2985
Bias	0.2917
International relations	0.2853
Baltimore, Maryland	0.2809
Manslaughter	0.2675
Discrimination	0.2665
Violent crime	0.2628
Government of Baltimore, Maryland	0.2624
Government of the United States	0.2563
Assault	0.2553
Conflicts	0.2526
Emergency management	0.2511
Law enforcement agencies of Maryland	0.2448
Criticisms	0.2422
Culture of Baltimore, Maryland	0.2411
Legal concepts	0.2355
Legal professions	0.2333
Political events	0.2327
Law enforcement agencies of the United States	0.2325
Freedom of assembly	0.2302
Domestic policy	0.2292
Black Lives Matter	0.2269
